,carat,cut,cut_ord,color,clarity,clarity_ord,Price,RECAP Price,,,,
1285,0.39,Ideal,5,G,VS1,4,618.57,618.57,,,,
1616,0.39,Ideal,5,F,VVS1,7,"1,980.57",1980.57,,,,
1743,0.39,Ideal,5,G,VVS1,7,"1,980.57",1980.57,,,,
1849,0.39,Ideal,5,E,VVS2,6,"1,526.57",1526.57,,,,
1891,0.39,Ideal,5,F,VVS2,6,"1,526.57",1526.57,,,,
1912,0.39,Ideal,5,H,IF,8,"2,434.57",2434.57,,,,
1954,0.39,Ideal,5,D,VVS2,6,"1,526.57",1526.57,,,,
2152,0.39,Ideal,5,E,VS2,5,"1,072.57",1072.57,,,,
2280,0.39,Ideal,5,F,SI1,3,164.57,164.57,,,,
441,0.39,Premium,4,G,VS2,5,914.47,914.47,,,,
603,0.39,Premium,4,G,IF,8,"2,276.47",2276.47,,,,
2232,0.39,Premium,4,E,VS2,5,914.47,914.47,,,,
818,0.39,Very Good,3,G,VVS2,6,"1,210.37",1210.37,,,,
1020,0.39,Very Good,3,E,VVS2,6,"1,210.37",1210.37,,,,
1063,0.39,Very Good,3,E,VVS2,6,"1,210.37",1210.37,,,,
1415,0.39,Very Good,3,I,VVS2,6,"1,210.37",1210.37,,,,
2052,0.39,Very Good,3,E,VS1,4,302.37,302.37,,,,
2543,0.39,Very Good,3,J,VVS1,7,"1,664.37",1664.37,,,,
2858,0.39,Very Good,3,E,VS2,5,756.37,756.37,,,,
2912,0.39,Very Good,3,G,VVS1,7,"1,664.37",1664.37,,,,
969,0.39,Good,2,E,VVS2,6,"1,052.27",1052.27,,,,
740,0.39,Fair,1,E,SI1,3,-467.83,-467.83,,,,
36,0.38,Ideal,5,D,VS1,4,534.44,534.44,,,,
76,0.38,Ideal,5,F,VVS2,6,"1,442.44",1442.44,,,,
114,0.38,Ideal,5,E,IF,8,"2,350.44",2350.44,,,,
182,0.38,Ideal,5,G,SI2,2,-373.56,-373.56,,,,
241,0.38,Ideal,5,H,VVS1,7,"1,896.44",1896.44,,,,
424,0.38,Ideal,5,E,IF,8,"2,350.44",2350.44,,,,
440,0.38,Ideal,5,D,VVS2,6,"1,442.44",1442.44,,,,
601,0.38,Ideal,5,E,SI1,3,80.44,80.44,,,,
848,0.38,Ideal,5,E,SI2,2,-373.56,-373.56,,,,
1069,0.38,Ideal,5,F,VVS2,6,"1,442.44",1442.44,,,,
1097,0.38,Ideal,5,H,VS1,4,534.44,534.44,,,,
1233,0.38,Ideal,5,G,VS1,4,534.44,534.44,,,,
1262,0.38,Ideal,5,F,VS2,5,988.44,988.44,,,,
1294,0.38,Ideal,5,F,VVS1,7,"1,896.44",1896.44,,,,
1326,0.38,Ideal,5,F,VVS2,6,"1,442.44",1442.44,,,,
1789,0.38,Ideal,5,F,VS2,5,988.44,988.44,,,,
2179,0.38,Ideal,5,E,VS1,4,534.44,534.44,,,,
2204,0.38,Ideal,5,F,SI1,3,80.44,80.44,,,,
2473,0.38,Ideal,5,G,VVS1,7,"1,896.44",1896.44,,,,
2493,0.38,Ideal,5,F,VVS1,7,"1,896.44",1896.44,,,,
2540,0.38,Ideal,5,G,VS1,4,534.44,534.44,,,,
2559,0.38,Ideal,5,G,VS2,5,988.44,988.44,,,,
2586,0.38,Ideal,5,F,VVS1,7,"1,896.44",1896.44,,,,
2677,0.38,Ideal,5,G,VS2,5,988.44,988.44,,,,
274,0.38,Premium,4,D,SI2,2,-531.66,-531.66,,,,
621,0.38,Premium,4,D,VS1,4,376.34,376.34,,,,
644,0.38,Premium,4,E,SI1,3,-77.66,-77.66,,,,
756,0.38,Premium,4,F,VS2,5,830.34,830.34,,,,
1552,0.38,Premium,4,I,SI2,2,-531.66,-531.66,,,,
1614,0.38,Premium,4,D,VVS2,6,"1,284.34",1284.34,,,,
1777,0.38,Premium,4,G,VS1,4,376.34,376.34,,,,
1821,0.38,Premium,4,H,SI1,3,-77.66,-77.66,,,,
2195,0.38,Premium,4,F,SI1,3,-77.66,-77.66,,,,
2358,0.38,Premium,4,E,VS2,5,830.34,830.34,,,,
2842,0.38,Premium,4,H,VS2,5,830.34,830.34,,,,
1822,0.38,Very Good,3,G,VS1,4,218.24,218.24,,,,
1831,0.38,Very Good,3,F,VS2,5,672.24,672.24,,,,
2227,0.38,Very Good,3,I,VS1,4,218.24,218.24,,,,
2297,0.38,Very Good,3,H,SI2,2,-689.76,-689.76,,,,
2906,0.38,Good,2,F,VS2,5,514.14,514.14,,,,
176,0.37,Ideal,5,E,VS2,5,904.31,904.31,,,,
309,0.37,Ideal,5,F,VS1,4,450.31,450.31,,,,
492,0.37,Ideal,5,F,VVS2,6,"1,358.31",1358.31,,,,
555,0.37,Ideal,5,G,IF,8,"2,266.31",2266.31,,,,
1188,0.37,Ideal,5,G,VS2,5,904.31,904.31,,,,
1249,0.37,Ideal,5,F,SI1,3,-3.69,-3.69,,,,
1453,0.37,Ideal,5,G,VS1,4,450.31,450.31,,,,
1667,0.37,Ideal,5,F,VVS1,7,"1,812.31",1812.31,,,,
2290,0.37,Ideal,5,E,VS2,5,904.31,904.31,,,,
2879,0.37,Ideal,5,F,VVS1,7,"1,812.31",1812.31,,,,
2924,0.37,Ideal,5,J,SI1,3,-3.69,-3.69,,,,
173,0.37,Premium,4,E,SI1,3,-161.79,-161.79,,,,
499,0.37,Premium,4,J,VS2,5,746.21,746.21,,,,
1817,0.37,Premium,4,G,SI1,3,-161.79,-161.79,,,,
1913,0.37,Premium,4,I,VVS1,7,"1,654.21",1654.21,,,,
2524,0.37,Premium,4,G,SI1,3,-161.79,-161.79,,,,
2676,0.37,Premium,4,D,VVS2,6,"1,200.21",1200.21,,,,
214,0.37,Very Good,3,F,SI1,3,-319.89,-319.89,,,,
797,0.37,Very Good,3,F,VS2,5,588.11,588.11,,,,
1349,0.37,Very Good,3,D,VS2,5,588.11,588.11,,,,
2033,0.37,Very Good,3,D,VVS1,7,"1,496.11",1496.11,,,,
599,0.37,Good,2,F,VS2,5,430.01,430.01,,,,
1012,0.37,Good,2,H,VS2,5,430.01,430.01,,,,
1060,0.37,Good,2,H,SI1,3,-477.99,-477.99,,,,
1631,0.37,Good,2,E,VS2,5,430.01,430.01,,,,
230,0.36,Ideal,5,E,VS1,4,366.18,366.18,,,,
296,0.36,Ideal,5,F,SI1,3,-87.82,-87.82,,,,
324,0.36,Ideal,5,F,VVS2,6,"1,274.18",1274.18,,,,
472,0.36,Ideal,5,E,VS1,4,366.18,366.18,,,,
479,0.36,Ideal,5,D,SI2,2,-541.82,-541.82,,,,
774,0.36,Ideal,5,H,VVS1,7,"1,728.18",1728.18,,,,
984,0.36,Ideal,5,F,SI1,3,-87.82,-87.82,,,,
1108,0.36,Ideal,5,F,VS2,5,820.18,820.18,,,,
2065,0.36,Ideal,5,F,VS2,5,820.18,820.18,,,,
2099,0.36,Ideal,5,E,SI1,3,-87.82,-87.82,,,,
2288,0.36,Ideal,5,D,VVS2,6,"1,274.18",1274.18,,,,
2467,0.36,Ideal,5,D,VS2,5,820.18,820.18,,,,
2643,0.36,Ideal,5,H,VS2,5,820.18,820.18,,,,
2696,0.36,Ideal,5,G,SI1,3,-87.82,-87.82,,,,
2735,0.36,Ideal,5,G,SI1,3,-87.82,-87.82,,,,
2780,0.36,Ideal,5,H,VS2,5,820.18,820.18,,,,
2793,0.36,Ideal,5,E,SI1,3,-87.82,-87.82,,,,
2832,0.36,Ideal,5,G,SI1,3,-87.82,-87.82,,,,
2944,0.36,Ideal,5,E,VS2,5,820.18,820.18,,,,
1244,0.36,Premium,4,E,VS1,4,208.08,208.08,,,,
1776,0.36,Premium,4,E,SI2,2,-699.92,-699.92,,,,
2013,0.36,Premium,4,E,VS2,5,662.08,662.08,,,,
2150,0.36,Premium,4,D,VS2,5,662.08,662.08,,,,
2500,0.36,Premium,4,E,VVS2,6,"1,116.08",1116.08,,,,
2688,0.36,Premium,4,D,SI2,2,-699.92,-699.92,,,,
728,0.36,Very Good,3,D,SI1,3,-404.02,-404.02,,,,
888,0.36,Very Good,3,H,VS2,5,503.98,503.98,,,,
1023,0.36,Very Good,3,D,SI1,3,-404.02,-404.02,,,,
2962,0.36,Very Good,3,E,SI1,3,-404.02,-404.02,,,,
270,0.35,Ideal,5,F,VS1,4,282.05,282.05,,,,
726,0.35,Ideal,5,D,VS2,5,736.05,736.05,,,,
811,0.35,Ideal,5,G,IF,8,"2,098.05",2098.05,,,,
837,0.35,Ideal,5,I,VS1,4,282.05,282.05,,,,
1232,0.35,Ideal,5,E,SI1,3,-171.95,-171.95,,,,
1260,0.35,Ideal,5,D,VS2,5,736.05,736.05,,,,
1316,0.35,Ideal,5,F,VS1,4,282.05,282.05,,,,
1748,0.35,Ideal,5,G,IF,8,"2,098.05",2098.05,,,,
1773,0.35,Ideal,5,E,VS2,5,736.05,736.05,,,,
1945,0.35,Ideal,5,I,IF,8,"2,098.05",2098.05,,,,
1957,0.35,Ideal,5,E,VS2,5,736.05,736.05,,,,
2114,0.35,Ideal,5,H,VVS1,7,"1,644.05",1644.05,,,,
2184,0.35,Ideal,5,E,VS2,5,736.05,736.05,,,,
2459,0.35,Ideal,5,E,VVS1,7,"1,644.05",1644.05,,,,
2509,0.35,Ideal,5,G,IF,8,"2,098.05",2098.05,,,,
2719,0.35,Ideal,5,E,VS2,5,736.05,736.05,,,,
2722,0.35,Ideal,5,E,SI1,3,-171.95,-171.95,,,,
2796,0.35,Ideal,5,D,SI1,3,-171.95,-171.95,,,,
33,0.35,Premium,4,D,SI1,3,-330.05,-330.05,,,,
256,0.35,Premium,4,D,SI2,2,-784.05,-784.05,,,,
386,0.35,Premium,4,I,SI1,3,-330.05,-330.05,,,,
556,0.35,Premium,4,E,SI2,2,-784.05,-784.05,,,,
703,0.35,Premium,4,F,SI1,3,-330.05,-330.05,,,,
711,0.35,Premium,4,D,VS2,5,577.95,577.95,,,,
746,0.35,Premium,4,J,VS1,4,123.95,123.95,,,,
814,0.35,Premium,4,J,VS1,4,123.95,123.95,,,,
943,0.35,Premium,4,I,VS1,4,123.95,123.95,,,,
1902,0.35,Premium,4,E,SI1,3,-330.05,-330.05,,,,
1982,0.35,Premium,4,F,VS2,5,577.95,577.95,,,,
2618,0.35,Premium,4,E,SI1,3,-330.05,-330.05,,,,
1899,0.35,Very Good,3,D,VS1,4,-34.15,-34.15,,,,
2727,0.35,Very Good,3,G,VS2,5,419.85,419.85,,,,
2898,0.35,Very Good,3,E,SI1,3,-488.15,-488.15,,,,
452,0.35,Good,2,H,VS2,5,261.75,261.75,,,,
497,0.35,Good,2,I,SI1,3,-646.25,-646.25,,,,
2041,0.35,Good,2,E,VS1,4,-192.25,-192.25,,,,
53,0.34,Ideal,5,D,IF,8,"2,013.92",2013.92,,,,
248,0.34,Ideal,5,D,VS1,4,197.92,197.92,,,,
436,0.34,Ideal,5,E,VVS1,7,"1,559.92",1559.92,,,,
595,0.34,Ideal,5,I,IF,8,"2,013.92",2013.92,,,,
607,0.34,Ideal,5,E,VVS1,7,"1,559.92",1559.92,,,,
782,0.34,Ideal,5,F,VS2,5,651.92,651.92,,,,
892,0.34,Ideal,5,E,VVS2,6,"1,105.92",1105.92,,,,
944,0.34,Ideal,5,D,SI1,3,-256.08,-256.08,,,,
1154,0.34,Ideal,5,F,VVS1,7,"1,559.92",1559.92,,,,
1181,0.34,Ideal,5,G,VS1,4,197.92,197.92,,,,
1239,0.34,Ideal,5,D,VS2,5,651.92,651.92,,,,
1334,0.34,Ideal,5,F,VS1,4,197.92,197.92,,,,
1507,0.34,Ideal,5,E,IF,8,"2,013.92",2013.92,,,,
1647,0.34,Ideal,5,H,VS1,4,197.92,197.92,,,,
1840,0.34,Ideal,5,E,VS2,5,651.92,651.92,,,,
1889,0.34,Ideal,5,G,SI1,3,-256.08,-256.08,,,,
1894,0.34,Ideal,5,D,VS2,5,651.92,651.92,,,,
1895,0.34,Ideal,5,G,IF,8,"2,013.92",2013.92,,,,
2015,0.34,Ideal,5,G,SI1,3,-256.08,-256.08,,,,
2304,0.34,Ideal,5,F,VS2,5,651.92,651.92,,,,
2390,0.34,Ideal,5,E,VS2,5,651.92,651.92,,,,
2400,0.34,Ideal,5,G,IF,8,"2,013.92",2013.92,,,,
2571,0.34,Ideal,5,I,VS1,4,197.92,197.92,,,,
2594,0.34,Ideal,5,H,VVS2,6,"1,105.92",1105.92,,,,
134,0.34,Premium,4,G,VS2,5,493.82,493.82,,,,
184,0.34,Premium,4,G,VVS2,6,947.82,947.82,,,,
876,0.34,Premium,4,D,SI2,2,-868.18,-868.18,,,,
1171,0.34,Premium,4,H,VVS1,7,"1,401.82",1401.82,,,,
1930,0.34,Premium,4,I,VVS1,7,"1,401.82",1401.82,,,,
2072,0.34,Premium,4,I,VVS1,7,"1,401.82",1401.82,,,,
2330,0.34,Premium,4,G,VS2,5,493.82,493.82,,,,
2752,0.34,Premium,4,H,VS1,4,39.82,39.82,,,,
854,0.34,Very Good,3,G,VVS1,7,"1,243.72",1243.72,,,,
1071,0.34,Very Good,3,D,SI2,2,"-1,026.28",-1026.28,,,,
1084,0.34,Very Good,3,F,VVS2,6,789.72,789.72,,,,
1164,0.34,Very Good,3,E,SI1,3,-572.28,-572.28,,,,
1374,0.34,Very Good,3,F,SI2,2,"-1,026.28",-1026.28,,,,
1702,0.34,Very Good,3,I,SI1,3,-572.28,-572.28,,,,
2647,0.34,Very Good,3,D,SI1,3,-572.28,-572.28,,,,
2366,0.34,Good,2,E,SI1,3,-730.38,-730.38,,,,
2453,0.34,Good,2,H,SI1,3,-730.38,-730.38,,,,
887,0.34,Fair,1,F,I1,1,"-1,796.48",-1796.48,,,,
105,0.33,Ideal,5,H,SI2,2,-794.21,-794.21,,,,
157,0.33,Ideal,5,I,VS2,5,567.79,567.79,,,,
160,0.33,Ideal,5,G,VS2,5,567.79,567.79,,,,
364,0.33,Ideal,5,G,VVS1,7,"1,475.79",1475.79,,,,
421,0.33,Ideal,5,G,IF,8,"1,929.79",1929.79,,,,
459,0.33,Ideal,5,G,VVS2,6,"1,021.79",1021.79,,,,
496,0.33,Ideal,5,E,VS2,5,567.79,567.79,,,,
576,0.33,Ideal,5,G,SI2,2,-794.21,-794.21,,,,
596,0.33,Ideal,5,G,IF,8,"1,929.79",1929.79,,,,
611,0.33,Ideal,5,F,VVS1,7,"1,475.79",1475.79,,,,
681,0.33,Ideal,5,H,VVS1,7,"1,475.79",1475.79,,,,
747,0.33,Ideal,5,D,VS2,5,567.79,567.79,,,,
850,0.33,Ideal,5,G,VS2,5,567.79,567.79,,,,
934,0.33,Ideal,5,G,SI1,3,-340.21,-340.21,,,,
975,0.33,Ideal,5,G,VVS1,7,"1,475.79",1475.79,,,,
1004,0.33,Ideal,5,H,VVS1,7,"1,475.79",1475.79,,,,
1076,0.33,Ideal,5,G,VS1,4,113.79,113.79,,,,
1127,0.33,Ideal,5,E,SI1,3,-340.21,-340.21,,,,
1273,0.33,Ideal,5,D,SI2,2,-794.21,-794.21,,,,
1445,0.33,Ideal,5,F,VVS2,6,"1,021.79",1021.79,,,,
1490,0.33,Ideal,5,E,VS2,5,567.79,567.79,,,,
1617,0.33,Ideal,5,G,VVS2,6,"1,021.79",1021.79,,,,
1735,0.33,Ideal,5,E,VS2,5,567.79,567.79,,,,
1736,0.33,Ideal,5,G,VVS2,6,"1,021.79",1021.79,,,,
1883,0.33,Ideal,5,E,SI1,3,-340.21,-340.21,,,,
1896,0.33,Ideal,5,G,VS1,4,113.79,113.79,,,,
2063,0.33,Ideal,5,E,VS2,5,567.79,567.79,,,,
2097,0.33,Ideal,5,E,VS2,5,567.79,567.79,,,,
2137,0.33,Ideal,5,E,VS2,5,567.79,567.79,,,,
2270,0.33,Ideal,5,G,VVS2,6,"1,021.79",1021.79,,,,
2285,0.33,Ideal,5,D,SI2,2,-794.21,-794.21,,,,
2305,0.33,Ideal,5,E,VS1,4,113.79,113.79,,,,
2393,0.33,Ideal,5,I,VS1,4,113.79,113.79,,,,
2450,0.33,Ideal,5,H,VVS2,6,"1,021.79",1021.79,,,,
2663,0.33,Ideal,5,G,VS1,4,113.79,113.79,,,,
2705,0.33,Ideal,5,G,VVS1,7,"1,475.79",1475.79,,,,
2708,0.33,Ideal,5,E,SI1,3,-340.21,-340.21,,,,
2731,0.33,Ideal,5,D,VVS2,6,"1,021.79",1021.79,,,,
2835,0.33,Ideal,5,E,VS2,5,567.79,567.79,,,,
2930,0.33,Ideal,5,H,IF,8,"1,929.79",1929.79,,,,
2946,0.33,Ideal,5,G,IF,8,"1,929.79",1929.79,,,,
23,0.33,Premium,4,I,VVS2,6,863.69,863.69,,,,
71,0.33,Premium,4,G,VS1,4,-44.31,-44.31,,,,
118,0.33,Premium,4,D,SI1,3,-498.31,-498.31,,,,
293,0.33,Premium,4,D,SI2,2,-952.31,-952.31,,,,
446,0.33,Premium,4,G,VS1,4,-44.31,-44.31,,,,
519,0.33,Premium,4,H,VS2,5,409.69,409.69,,,,
650,0.33,Premium,4,D,SI1,3,-498.31,-498.31,,,,
781,0.33,Premium,4,D,SI2,2,-952.31,-952.31,,,,
880,0.33,Premium,4,G,VVS1,7,"1,317.69",1317.69,,,,
1031,0.33,Premium,4,E,VS2,5,409.69,409.69,,,,
1320,0.33,Premium,4,G,VVS2,6,863.69,863.69,,,,
1427,0.33,Premium,4,H,VS1,4,-44.31,-44.31,,,,
1637,0.33,Premium,4,G,VVS2,6,863.69,863.69,,,,
2251,0.33,Premium,4,G,VVS1,7,"1,317.69",1317.69,,,,
2456,0.33,Premium,4,G,IF,8,"1,771.69",1771.69,,,,
2469,0.33,Premium,4,H,IF,8,"1,771.69",1771.69,,,,
2535,0.33,Premium,4,H,VS1,4,-44.31,-44.31,,,,
2553,0.33,Premium,4,G,VS1,4,-44.31,-44.31,,,,
2609,0.33,Premium,4,G,VVS1,7,"1,317.69",1317.69,,,,
2615,0.33,Premium,4,F,VS2,5,409.69,409.69,,,,
2761,0.33,Premium,4,G,VS1,4,-44.31,-44.31,,,,
2770,0.33,Premium,4,H,VS2,5,409.69,409.69,,,,
2815,0.33,Premium,4,G,VS2,5,409.69,409.69,,,,
113,0.33,Very Good,3,E,SI1,3,-656.41,-656.41,,,,
346,0.33,Very Good,3,E,VS2,5,251.59,251.59,,,,
418,0.33,Very Good,3,F,VVS2,6,705.59,705.59,,,,
547,0.33,Very Good,3,E,SI1,3,-656.41,-656.41,,,,
619,0.33,Very Good,3,G,VS2,5,251.59,251.59,,,,
1078,0.33,Very Good,3,G,VVS2,6,705.59,705.59,,,,
1263,0.33,Very Good,3,I,VVS2,6,705.59,705.59,,,,
1866,0.33,Very Good,3,I,SI1,3,-656.41,-656.41,,,,
2142,0.33,Very Good,3,H,IF,8,"1,613.59",1613.59,,,,
2316,0.33,Very Good,3,D,VVS1,7,"1,159.59",1159.59,,,,
2439,0.33,Very Good,3,I,VS2,5,251.59,251.59,,,,
2680,0.33,Very Good,3,I,VVS1,7,"1,159.59",1159.59,,,,
2905,0.33,Very Good,3,E,VS2,5,251.59,251.59,,,,
202,0.32,Ideal,5,F,IF,8,"1,845.66",1845.66,,,,
260,0.32,Ideal,5,E,VVS2,6,937.66,937.66,,,,
279,0.32,Ideal,5,F,VVS1,7,"1,391.66",1391.66,,,,
540,0.32,Ideal,5,D,VVS2,6,937.66,937.66,,,,
550,0.32,Ideal,5,F,VS1,4,29.66,29.66,,,,
694,0.32,Ideal,5,G,SI1,3,-424.34,-424.34,,,,
706,0.32,Ideal,5,E,VS2,5,483.66,483.66,,,,
723,0.32,Ideal,5,H,VS2,5,483.66,483.66,,,,
793,0.32,Ideal,5,H,VS2,5,483.66,483.66,,,,
866,0.32,Ideal,5,D,VS2,5,483.66,483.66,,,,
867,0.32,Ideal,5,G,IF,8,"1,845.66",1845.66,,,,
942,0.32,Ideal,5,E,VVS2,6,937.66,937.66,,,,
955,0.32,Ideal,5,G,VVS1,7,"1,391.66",1391.66,,,,
1257,0.32,Ideal,5,F,VVS1,7,"1,391.66",1391.66,,,,
1315,0.32,Ideal,5,G,IF,8,"1,845.66",1845.66,,,,
1332,0.32,Ideal,5,E,VS2,5,483.66,483.66,,,,
1418,0.32,Ideal,5,G,VVS1,7,"1,391.66",1391.66,,,,
1439,0.32,Ideal,5,E,IF,8,"1,845.66",1845.66,,,,
1470,0.32,Ideal,5,E,VVS2,6,937.66,937.66,,,,
1555,0.32,Ideal,5,E,VS1,4,29.66,29.66,,,,
1584,0.32,Ideal,5,G,IF,8,"1,845.66",1845.66,,,,
1678,0.32,Ideal,5,F,IF,8,"1,845.66",1845.66,,,,
1725,0.32,Ideal,5,F,VS2,5,483.66,483.66,,,,
1769,0.32,Ideal,5,D,VS2,5,483.66,483.66,,,,
1774,0.32,Ideal,5,D,SI1,3,-424.34,-424.34,,,,
1806,0.32,Ideal,5,G,VS1,4,29.66,29.66,,,,
1847,0.32,Ideal,5,E,VVS1,7,"1,391.66",1391.66,,,,
1855,0.32,Ideal,5,I,VS2,5,483.66,483.66,,,,
1856,0.32,Ideal,5,D,VS2,5,483.66,483.66,,,,
1996,0.32,Ideal,5,G,VS2,5,483.66,483.66,,,,
2188,0.32,Ideal,5,D,VS2,5,483.66,483.66,,,,
2278,0.32,Ideal,5,D,SI1,3,-424.34,-424.34,,,,
2338,0.32,Ideal,5,F,VS2,5,483.66,483.66,,,,
2466,0.32,Ideal,5,I,VS1,4,29.66,29.66,,,,
2606,0.32,Ideal,5,H,VS2,5,483.66,483.66,,,,
2639,0.32,Ideal,5,F,VS2,5,483.66,483.66,,,,
2818,0.32,Ideal,5,I,IF,8,"1,845.66",1845.66,,,,
2839,0.32,Ideal,5,E,VVS2,6,937.66,937.66,,,,
2900,0.32,Ideal,5,H,VVS1,7,"1,391.66",1391.66,,,,
2929,0.32,Ideal,5,D,VVS2,6,937.66,937.66,,,,
2976,0.32,Ideal,5,F,VVS2,6,937.66,937.66,,,,
35,0.32,Premium,4,E,VS2,5,325.56,325.56,,,,
41,0.32,Premium,4,H,VVS1,7,"1,233.56",1233.56,,,,
44,0.32,Premium,4,D,VS2,5,325.56,325.56,,,,
200,0.32,Premium,4,F,VVS1,7,"1,233.56",1233.56,,,,
389,0.32,Premium,4,G,VS1,4,-128.44,-128.44,,,,
767,0.32,Premium,4,H,SI1,3,-582.44,-582.44,,,,
769,0.32,Premium,4,F,VS2,5,325.56,325.56,,,,
1149,0.32,Premium,4,D,VVS1,7,"1,233.56",1233.56,,,,
1240,0.32,Premium,4,E,VVS1,7,"1,233.56",1233.56,,,,
1271,0.32,Premium,4,F,VVS1,7,"1,233.56",1233.56,,,,
2087,0.32,Premium,4,G,SI1,3,-582.44,-582.44,,,,
2143,0.32,Premium,4,I,VS2,5,325.56,325.56,,,,
2178,0.32,Premium,4,I,SI1,3,-582.44,-582.44,,,,
2240,0.32,Premium,4,E,VVS2,6,779.56,779.56,,,,
2379,0.32,Premium,4,I,VS1,4,-128.44,-128.44,,,,
2452,0.32,Premium,4,G,VS2,5,325.56,325.56,,,,
2717,0.32,Premium,4,F,SI1,3,-582.44,-582.44,,,,
2811,0.32,Premium,4,D,SI1,3,-582.44,-582.44,,,,
2939,0.32,Premium,4,F,VS2,5,325.56,325.56,,,,
2950,0.32,Premium,4,G,VVS2,6,779.56,779.56,,,,
449,0.32,Very Good,3,F,VS2,5,167.46,167.46,,,,
699,0.32,Very Good,3,G,VS1,4,-286.54,-286.54,,,,
709,0.32,Very Good,3,H,VVS2,6,621.46,621.46,,,,
1288,0.32,Very Good,3,G,SI1,3,-740.54,-740.54,,,,
1401,0.32,Very Good,3,H,SI1,3,-740.54,-740.54,,,,
1569,0.32,Very Good,3,H,SI2,2,"-1,194.54",-1194.54,,,,
1718,0.32,Very Good,3,G,VVS1,7,"1,075.46",1075.46,,,,
2021,0.32,Very Good,3,D,SI1,3,-740.54,-740.54,,,,
2345,0.32,Very Good,3,I,VS1,4,-286.54,-286.54,,,,
2864,0.32,Very Good,3,E,SI1,3,-740.54,-740.54,,,,
987,0.32,Good,2,E,VS1,4,-444.64,-444.64,,,,
1356,0.32,Good,2,F,VS2,5,9.36,9.36,,,,
1419,0.32,Good,2,D,SI2,2,"-1,352.64",-1352.64,,,,
1663,0.32,Good,2,G,VS2,5,9.36,9.36,,,,
1922,0.32,Good,2,D,SI1,3,-898.64,-898.64,,,,
2343,0.32,Good,2,D,VS2,5,9.36,9.36,,,,
58,0.31,Ideal,5,H,IF,8,"1,761.53",1761.53,,,,
144,0.31,Ideal,5,E,VVS1,7,"1,307.53",1307.53,,,,
181,0.31,Ideal,5,H,VVS1,7,"1,307.53",1307.53,,,,
183,0.31,Ideal,5,I,VS1,4,-54.47,-54.47,,,,
193,0.31,Ideal,5,G,VS1,4,-54.47,-54.47,,,,
224,0.31,Ideal,5,F,VS2,5,399.53,399.53,,,,
231,0.31,Ideal,5,D,SI1,3,-508.47,-508.47,,,,
313,0.31,Ideal,5,F,IF,8,"1,761.53",1761.53,,,,
330,0.31,Ideal,5,H,VVS2,6,853.53,853.53,,,,
367,0.31,Ideal,5,H,VVS2,6,853.53,853.53,,,,
439,0.31,Ideal,5,F,VVS2,6,853.53,853.53,,,,
444,0.31,Ideal,5,E,IF,8,"1,761.53",1761.53,,,,
448,0.31,Ideal,5,F,VS2,5,399.53,399.53,,,,
482,0.31,Ideal,5,D,VVS2,6,853.53,853.53,,,,
494,0.31,Ideal,5,G,VVS1,7,"1,307.53",1307.53,,,,
532,0.31,Ideal,5,H,IF,8,"1,761.53",1761.53,,,,
541,0.31,Ideal,5,G,VVS1,7,"1,307.53",1307.53,,,,
578,0.31,Ideal,5,F,VS2,5,399.53,399.53,,,,
640,0.31,Ideal,5,F,IF,8,"1,761.53",1761.53,,,,
651,0.31,Ideal,5,H,VS1,4,-54.47,-54.47,,,,
660,0.31,Ideal,5,F,SI1,3,-508.47,-508.47,,,,
665,0.31,Ideal,5,F,VVS1,7,"1,307.53",1307.53,,,,
799,0.31,Ideal,5,D,SI2,2,-962.47,-962.47,,,,
838,0.31,Ideal,5,D,VS2,5,399.53,399.53,,,,
858,0.31,Ideal,5,E,VS1,4,-54.47,-54.47,,,,
862,0.31,Ideal,5,F,IF,8,"1,761.53",1761.53,,,,
900,0.31,Ideal,5,E,VVS2,6,853.53,853.53,,,,
923,0.31,Ideal,5,E,VVS2,6,853.53,853.53,,,,
978,0.31,Ideal,5,D,VS2,5,399.53,399.53,,,,
985,0.31,Ideal,5,F,IF,8,"1,761.53",1761.53,,,,
1002,0.31,Ideal,5,H,VS2,5,399.53,399.53,,,,
1094,0.31,Ideal,5,D,VS2,5,399.53,399.53,,,,
1264,0.31,Ideal,5,G,IF,8,"1,761.53",1761.53,,,,
1284,0.31,Ideal,5,G,VVS1,7,"1,307.53",1307.53,,,,
1312,0.31,Ideal,5,G,VS2,5,399.53,399.53,,,,
1377,0.31,Ideal,5,H,SI1,3,-508.47,-508.47,,,,
1378,0.31,Ideal,5,E,VS1,4,-54.47,-54.47,,,,
1399,0.31,Ideal,5,D,VS2,5,399.53,399.53,,,,
1430,0.31,Ideal,5,I,VVS1,7,"1,307.53",1307.53,,,,
1472,0.31,Ideal,5,D,SI1,3,-508.47,-508.47,,,,
1557,0.31,Ideal,5,G,VVS2,6,853.53,853.53,,,,
1623,0.31,Ideal,5,G,VVS1,7,"1,307.53",1307.53,,,,
1768,0.31,Ideal,5,G,VVS1,7,"1,307.53",1307.53,,,,
1801,0.31,Ideal,5,D,VS2,5,399.53,399.53,,,,
1825,0.31,Ideal,5,I,SI1,3,-508.47,-508.47,,,,
1838,0.31,Ideal,5,F,IF,8,"1,761.53",1761.53,,,,
1853,0.31,Ideal,5,E,VS2,5,399.53,399.53,,,,
